Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Critic_Score,User_Score,Rating
Project X Zone 2: Brave New World,3DS,2015,Role-Playing,Namco Bandai Games,0.05,0.03,0.08,72.0,7.5,
Codename: Kids Next Door: Game Boy Advance Video Volume 1,GBA,2004,Misc,,0.12,0.05,0.0,72.0,7.5,
Pokémon Beach Blank-out Blastoise / Go West Young Meowth Game Boy Advance Video,GBA,2004,Misc,Nintendo,0.12,0.05,0.0,72.0,7.5,
Major League Baseball 2K9,PS2,2009,Sports,Spike,0.08,0.06,0.0,72.0,5.4,E
Gundam Assault Survive,PSP,2010,Action,Namco Bandai Games,0.0,0.0,0.17,72.0,7.5,
Bee Movie Game,X360,2007,Action,Activision,0.16,0.0,0.0,71.0,5.8,E
Disney TH!NK Fast: The Ultimate Trivia Showdown,PS2,2008,Misc,Disney Interactive Studios,0.08,0.06,0.0,72.0,7.5,
Jikkyou Powerful Pro Yakyuu 2013,PSP,2013,Sports,Konami Digital Entertainment,0.0,0.0,0.17,72.0,7.5,
Fate/Stay Night [Réalta Nua],PS2,2007,Adventure,Kadokawa Shoten,0.0,0.0,0.17,72.0,7.5,
The Rise of the Argonauts,X360,2008,Role-Playing,Codemasters,0.03,0.12,0.0,72.0,7.5,
Conception II: Children of the Seven Stars,PSV,2013,Role-Playing,Screenlife,0.1,0.0,0.04,62.0,7.6,M
Deus Ex: Mankind Divided,XOne,2016,Role-Playing,Square Enix,0.09,0.06,0.0,83.0,7.2,M
Space Griffon VF-9,PS,1995,Role-Playing,Panther Software,0.02,0.02,0.12,72.0,7.5,
Professor Heinz Wolff's Gravity,Wii,2008,Puzzle,Deep Silver,0.04,0.12,0.0,63.0,7.7,E
.hack//G.U. Vol.1//Rebirth,PS2,2006,Role-Playing,Namco Bandai Games,0.0,0.0,0.17,72.0,7.5,
Transformers: Dark of the Moon,Wii,2011,Action,Activision,0.09,0.06,0.0,72.0,7.5,
FaceBreaker,PS3,2008,Fighting,Electronic Arts,0.13,0.02,0.0,53.0,3.8,T
Star Wars: Battlefront II,PC,2005,Shooter,LucasArts,0.02,0.13,0.0,78.0,8.8,T
Michael Jackson: The Experience 3D,3DS,2011,Misc,Ubisoft,0.13,0.03,0.0,72.0,7.5,
Gyakuten Saiban 3,GBA,2004,Adventure,Capcom,0.0,0.0,0.16,72.0,7.5,
Digimon Story: Cyber Sleuth,PSV,2015,Role-Playing,Namco Bandai Games,0.0,0.0,0.17,72.0,8.8,T
Gallop Racer 2001,PS2,2001,Sports,Tecmo Koei,0.05,0.04,0.06,71.0,9.1,E
Hellboy: The Science of Evil,PS3,2008,Action,Konami Digital Entertainment,0.13,0.02,0.0,47.0,6.1,T
Nightmare Creatures II,PS,2000,Action,Konami Digital Entertainment,0.09,0.06,0.0,72.0,7.5,
MotoGP 09/10,X360,2010,Racing,Capcom,0.07,0.09,0.0,69.0,5.7,E
N3 II: Ninety-Nine Nights,X360,2010,Action,Microsoft Game Studios,0.06,0.06,0.04,72.0,7.5,
Catwoman,PS2,2004,Action,Electronic Arts,0.08,0.06,0.0,46.0,6.9,T
Teenage Mutant Ninja Turtles: Game Boy Advance Video Volume 1,GBA,2004,Misc,,0.12,0.04,0.0,72.0,7.5,
Bomberman B-Daman,SNES,1996,Shooter,Hudson Soft,0.0,0.0,0.17,72.0,7.5,
Monsters vs. Aliens,X360,2009,Action,Activision,0.12,0.03,0.0,63.0,6.6,E10+
Beat Down: Fists of Vengeance,PS2,2005,Action,Capcom,0.04,0.03,0.09,48.0,8.1,M
World Destruction League: Thunder Tanks,PS,2000,Action,3DO,0.09,0.06,0.0,35.0,1.2,T
Terminator 3: The Redemption,PS2,2004,Shooter,Atari,0.08,0.06,0.0,68.0,8.0,T
Reloaded,PS,1996,Action,Gremlin Interactive Ltd,0.09,0.06,0.0,72.0,7.5,
Sword of the Samurai,PS2,2007,Fighting,Ubisoft,0.0,0.0,0.17,72.0,7.5,
Anarchy Reigns,X360,2012,Action,Sega,0.12,0.02,0.02,73.0,7.9,M
SSX On Tour,GC,2005,Sports,Electronic Arts,0.13,0.03,0.0,80.0,7.5,E
Bladestorm: Nightmare,PS4,2015,Action,Tecmo Koei,0.08,0.04,0.03,58.0,6.5,T
Fairytale Fights,X360,2009,Action,Playlogic Game Factory,0.14,0.02,0.0,51.0,6.2,M
LEGO Marvel Super Heroes,PC,2013,Action,Warner Bros. Interactive Entertainment,0.04,0.12,0.0,78.0,8.1,E10+
Hot Wheels: Beat That!,X360,2007,Racing,Activision,0.15,0.0,0.0,72.0,7.5,
Ashes Cricket 2009,PS3,2009,Sports,Codemasters,0.0,0.15,0.0,72.0,7.5,
James Bond 007: Everything or Nothing,GBA,2003,Shooter,Electronic Arts,0.12,0.04,0.0,73.0,8.3,T
Naruto Shippuden: Ultimate Ninja 5,PS2,2007,Fighting,Namco Bandai Games,0.0,0.0,0.17,72.0,7.5,
Shrek Extra Large,GC,2002,Platform,TDK Mediactive,0.13,0.03,0.0,36.0,5.6,T
Final Fantasy V,PS,1998,Role-Playing,SquareSoft,0.0,0.0,0.16,72.0,7.5,
World Tour Soccer 2006,PS2,2004,Sports,Sony Computer Entertainment,0.08,0.06,0.0,56.0,6.0,E
Gunvalkyrie,XB,2002,Shooter,Infogrames,0.13,0.04,0.0,73.0,7.3,T
Camp Rock: The Final Jam,DS,2010,Misc,Disney Interactive Studios,0.14,0.02,0.0,72.0,7.5,
NickToons: Racing,PS,2001,Racing,Hasbro Interactive,0.09,0.06,0.0,72.0,7.5,
VR Golf '97,PS,1996,Sports,Gremlin Interactive Ltd,0.09,0.06,0.0,72.0,7.5,
State of Emergency,XB,2003,Action,Take-Two Interactive,0.13,0.04,0.0,67.0,6.3,M
Off-World Interceptor Extreme,PS,1995,Racing,Crystal Dynamics,0.09,0.06,0.0,72.0,7.5,
Sumikko Gurashi: Koko ga Ochitsukundesu,3DS,2014,Action,Nippon Columbia,0.0,0.0,0.17,72.0,7.5,
Disney Golf,PS2,2002,Sports,Electronic Arts,0.07,0.06,0.02,72.0,8.3,E
The Naked Brothers Band: The Video Game,PS2,2008,Misc,THQ,0.08,0.06,0.0,72.0,7.5,
Fuzion Frenzy 2,X360,2007,Misc,Microsoft Game Studios,0.14,0.01,0.0,49.0,5.2,E10+
Demon Gaze,PSV,2013,Role-Playing,Nippon Ichi Software,0.04,0.02,0.08,70.0,7.4,T
Clock Tower II: The Struggle Within,PS,1998,Adventure,Human Entertainment,0.02,0.01,0.12,49.0,5.7,M
Batman Beyond: Return of the Joker,PS,2000,Action,Ubisoft,0.09,0.06,0.0,72.0,4.3,
Backyard NFL Football '10,Wii,2009,Sports,Atari,0.16,0.0,0.0,72.0,7.5,
CSI: Fatal Conspiracy,X360,2010,Adventure,Ubisoft,0.11,0.04,0.0,42.0,4.8,M
Mega Man Network Transmission,GC,2003,Platform,Capcom,0.13,0.03,0.0,65.0,7.6,E
Densetsu no Stafi 4,DS,2006,Platform,Nintendo,0.0,0.0,0.17,72.0,7.5,
Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon (JP sales),PS2,2008,Role-Playing,Atlus,0.0,0.0,0.17,72.0,7.5,
Fairytale Fights,PS3,2009,Action,Playlogic Game Factory,0.11,0.03,0.0,53.0,6.0,M
How to Train Your Dragon 2,X360,2014,Adventure,Little Orbit,0.05,0.1,0.0,72.0,2.9,E10+
Tokimeki Memorial: Private Collection,PS,1996,Misc,Konami Digital Entertainment,0.0,0.0,0.16,72.0,7.5,
Magical Starsign (US sales),DS,2006,Role-Playing,Nintendo,0.14,0.02,0.0,72.0,7.5,
RC Revenge Pro,PS2,2000,Racing,Acclaim Entertainment,0.08,0.06,0.0,49.0,7.6,E
G-Force,X360,2009,Action,Disney Interactive Studios,0.11,0.05,0.0,68.0,7.0,E10+
Buzz! Brain of the UK,PS3,2009,Misc,Sony Computer Entertainment,0.0,0.15,0.0,72.0,7.5,
Backyard Wrestling: Don't Try This at Home,XB,2003,Fighting,Eidos Interactive,0.13,0.04,0.0,50.0,5.0,M
Gauntlet: Dark Legacy,XB,2002,Action,Midway Games,0.13,0.04,0.0,54.0,8.9,T
Far East of Eden II: Manji Maru,PS2,2003,Role-Playing,Hudson Soft,0.0,0.0,0.17,72.0,7.5,
Time and Eternity,PS3,2012,Role-Playing,Nippon Ichi Software,0.06,0.03,0.06,42.0,5.0,T
Lost Kingdoms,GC,2002,Role-Playing,Activision,0.1,0.02,0.04,72.0,8.0,T
Pursuit Force: Extreme Justice,PSP,2007,Action,Sony Computer Entertainment,0.07,0.06,0.0,73.0,7.6,T
Matchbox Cross Town Heroes,GBA,2002,Racing,THQ,0.12,0.04,0.0,72.0,7.5,
The Cursed Crusade,PS3,2011,Action,DTP Entertainment,0.07,0.06,0.01,45.0,5.0,M
Ridge Racer Unbounded,PS3,2012,Racing,Namco Bandai Games,0.05,0.09,0.0,72.0,6.0,T
Wolfenstein 3D,GBA,2002,Shooter,BAM! Entertainment,0.12,0.04,0.0,57.0,6.0,M
Nobunaga no Yabou: Tenshoki,SNES,1996,Strategy,Tecmo Koei,0.0,0.0,0.17,72.0,7.5,
NHL 07,PSP,2006,Sports,Electronic Arts,0.13,0.02,0.0,76.0,6.6,E10+
I'm A Celebrity: Get Me Out of Here!,Wii,2009,Misc,Mindscape,0.0,0.16,0.0,72.0,7.5,
Dementium: The Ward,DS,2007,Shooter,SouthPeak Games,0.15,0.01,0.0,72.0,7.9,M
Mobile Suit Gundam: Extreme VS Force,PSV,2015,Action,Namco Bandai Games,0.0,0.0,0.17,57.0,7.3,E10+
Dragon Quest X,3DS,2014,Role-Playing,Square Enix,0.0,0.0,0.17,72.0,7.5,
NASCAR '14,X360,2014,Racing,Deep Silver,0.15,0.0,0.0,65.0,5.1,E
Super Power League,SNES,1993,Sports,Hudson Soft,0.0,0.0,0.17,72.0,7.5,
Green Lantern: Rise of the Manhunters,PS3,2011,Action,Warner Bros. Interactive Entertainment,0.09,0.05,0.0,61.0,6.7,T
Street Fighter Alpha 2,SNES,1996,Fighting,Nintendo,0.0,0.0,0.17,72.0,7.5,
25 to Life,XB,2006,Shooter,Eidos Interactive,0.12,0.04,0.0,41.0,7.2,M
Naval Assault: The Killing Tide,X360,2010,Simulation,505 Games,0.08,0.07,0.0,40.0,4.2,T
NASCAR '15,X360,2015,Sports,Deep Silver,0.15,0.0,0.0,72.0,3.8,E
Sega Superstars,PS2,2004,Misc,Sega,0.08,0.06,0.0,72.0,7.0,T
MLB 11: The Show,PSP,2011,Sports,Sony Computer Entertainment,0.15,0.0,0.0,77.0,6.0,E
Bomberman Land,Wii,2007,Misc,Rising Star Games,0.11,0.01,0.03,57.0,8.0,E
Ringling Bros. and Barnum & Bailey: Circus Friends,DS,2009,Action,Take-Two Interactive,0.15,0.0,0.0,72.0,7.5,
Midway Arcade Treasures,GC,2003,Misc,Midway Games,0.13,0.03,0.0,72.0,8.2,T
Leisure Suit Larry: Magna Cum Laude,XB,2004,Adventure,Vivendi Games,0.12,0.04,0.0,62.0,6.4,M
Mousetrap / Operation / Simon,GBA,2005,Misc,DSI Games,0.12,0.04,0.0,72.0,7.5,
One Piece: Pirate Warriors 3,PSV,2015,Action,Namco Bandai Games,0.0,0.03,0.13,76.0,6.3,T
Jikkyou Powerful Pro Yakyuu 2014,PS3,2014,Sports,Konami Digital Entertainment,0.0,0.0,0.17,72.0,7.5,
Resident Evil,SAT,1997,Action,Capcom,0.0,0.0,0.17,72.0,7.5,
TOEIC Test Training DS,DS,2007,Misc,IE Institute,0.0,0.0,0.17,72.0,7.5,
Itoi Shigesato no Bass Tsuri No. 1,SNES,1997,Sports,Nintendo,0.0,0.0,0.17,72.0,7.5,
Cubivore: Survival of the Fittest,GC,2002,Adventure,Nintendo,0.01,0.0,0.15,71.0,8.5,E
7th Dragon III Code: VFD,3DS,2015,Role-Playing,Sega,0.04,0.0,0.12,77.0,8.2,T
FlatOut,XB,2004,Racing,Empire Interactive,0.12,0.04,0.0,71.0,8.2,T
Mr. Do!'s Castle,2600,1983,Action,Parker Bros.,0.15,0.01,0.0,72.0,7.5,
Death Trap,2600,1982,Action,Avalon Interactive,0.15,0.01,0.0,72.0,7.5,
Armor Ambush,2600,1981,Action,Mattel Interactive,0.15,0.01,0.0,72.0,7.5,
Parodius,SAT,1995,Shooter,Konami Digital Entertainment,0.0,0.0,0.16,72.0,7.5,
Blood Bowl,X360,2009,Sports,Focus Home Interactive,0.13,0.02,0.0,61.0,5.1,T
Taz Wanted,PS2,2002,Platform,Atari,0.08,0.06,0.0,65.0,8.7,E
Far Cry: Primal,PC,2016,Action,Ubisoft,0.04,0.11,0.0,74.0,4.8,M
Sid Meier's Civilization IV,PC,2005,Strategy,Take-Two Interactive,0.02,0.12,0.0,94.0,8.3,E10+
Zoo Keeper,DS,2004,Puzzle,Ignition Entertainment,0.1,0.01,0.05,74.0,7.5,E
Phantasy Star Online 2,PSV,2013,Role-Playing,Sega,0.0,0.0,0.16,72.0,7.5,
Vehicular Combat League presents Motor Mayhem,PS2,2001,Racing,Atari,0.08,0.06,0.0,72.0,7.5,
Pursuit Force,PSP,2005,Racing,Sony Computer Entertainment,0.14,0.01,0.0,75.0,7.8,T
PoPoLoCrois: Hajimari no Bouken,PS2,2002,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.16,72.0,7.5,
Star Wars: Super Bombad Racing,PS2,2001,Racing,LucasArts,0.08,0.06,0.0,71.0,4.9,E
Hamster Heroes,Wii,2008,Puzzle,Popcorn Arcade,0.16,0.0,0.0,72.0,7.5,
Hot Wheels Velocity X,GBA,2002,Racing,THQ,0.12,0.04,0.0,72.0,7.5,
Driver: San Francisco,Wii,2011,Racing,Ubisoft,0.06,0.09,0.0,64.0,6.2,T
Alien Resurrection,PS,2000,Shooter,Fox Interactive,0.09,0.06,0.0,61.0,7.5,M
World Tour Soccer 2005,PS2,2004,Sports,Sony Computer Entertainment,0.08,0.06,0.0,68.0,9.0,E
Disney Friends,DS,2007,Simulation,Disney Interactive Studios,0.12,0.03,0.0,72.0,7.3,E
ESPN College Hoops,PS2,2003,Sports,Sega,0.08,0.06,0.0,83.0,8.5,E
Dengeki Bunko Fighting Climax,PS3,2014,Fighting,Sega,0.05,0.0,0.09,66.0,8.2,T
Leisure Suit Larry: Box Office Bust,X360,2009,Adventure,Codemasters,0.14,0.01,0.0,25.0,2.5,M
Pen 1 Grand Prix: Penguin no Mondai Special,DS,2009,Fighting,Konami Digital Entertainment,0.0,0.0,0.16,72.0,7.5,
Robotech: Battlecry,GC,2002,Shooter,TDK Mediactive,0.13,0.03,0.0,74.0,8.4,T
Zapper: One Wicked Cricket!,PS2,2002,Platform,Infogrames,0.08,0.06,0.0,72.0,7.5,
Bomberman Land,PS,2000,Misc,Hudson Soft,0.0,0.0,0.15,72.0,7.5,
Clash of the Titans,X360,2010,Action,Namco Bandai Games,0.08,0.06,0.0,42.0,4.1,T
Pro Evolution Soccer 2014,PSP,2013,Action,Konami Digital Entertainment,0.0,0.02,0.14,72.0,7.5,E
Paws & Claws: Pet Resort,GBA,2006,Simulation,THQ,0.12,0.04,0.0,72.0,7.5,
Kya: Dark Lineage,PS2,2003,Adventure,Atari,0.08,0.06,0.0,69.0,8.9,T
Mirror's Edge Catalyst,XOne,2016,Platform,Electronic Arts,0.09,0.06,0.0,72.0,4.4,T
Stronghold 3,PC,2011,Strategy,,0.06,0.1,0.0,47.0,3.0,T
F1 2011,3DS,2011,Racing,Codemasters,0.07,0.08,0.0,59.0,6.8,E
Kamaitachi no Yoru × 3,PS2,2006,Adventure,Sega,0.0,0.0,0.16,72.0,7.5,
Guilty Gear Judgment,PSP,2006,Fighting,Majesco Entertainment,0.13,0.0,0.02,77.0,6.6,T
Tom and Jerry: Infurnal Escape,GBA,2003,Action,Ubisoft,0.12,0.04,0.0,72.0,7.5,
NCAA Football 09 All-Play,Wii,2008,Sports,Electronic Arts,0.15,0.0,0.0,49.0,5.8,E
Splatterhouse,PS3,2007,Action,Namco Bandai Games,0.13,0.02,0.0,59.0,7.7,M
The Legend of Heroes VII: The Trail of Zero,PSP,2010,Role-Playing,Falcom Corporation,0.0,0.0,0.16,72.0,7.5,
Doctor Lautrec and the Forgotten Knights,3DS,2011,Adventure,Konami Digital Entertainment,0.07,0.05,0.03,53.0,6.1,E10+
King's Field,PS,1995,Role-Playing,Sony Computer Entertainment,0.09,0.06,0.0,72.0,7.5,
Let's Ride: Sunshine Stables,GBA,2005,Sports,DTP Entertainment,0.12,0.04,0.0,72.0,7.5,
World Stadium 4,PS,2000,Sports,Namco Bandai Games,0.0,0.0,0.15,72.0,7.5,
Hot Wheels World Race,GC,2003,Racing,THQ,0.13,0.03,0.0,59.0,7.0,E
San Goku Shi Taisen DS,DS,2007,Strategy,Sega,0.0,0.0,0.16,72.0,7.5,
Monster Jam,Wii,2007,Racing,Activision,0.15,0.0,0.0,72.0,7.8,E
Kawa no Nushi Tsuri,PS,1998,Sports,Victor Interactive,0.0,0.0,0.15,72.0,7.5,
Castlevania Judgment,Wii,2008,Fighting,Konami Digital Entertainment,0.12,0.02,0.01,49.0,5.9,T
Magic: The Gathering - Battlegrounds,XB,2003,Strategy,Atari,0.12,0.03,0.0,72.0,7.5,
N2O: Nitrous Oxide,PS,1998,Racing,Gremlin Interactive Ltd,0.09,0.06,0.0,72.0,7.5,
Apache: Air Assault,X360,2010,Simulation,Activision,0.12,0.03,0.0,70.0,6.4,T
Aliens: Infestation,DS,2011,Action,Sega,0.09,0.05,0.0,76.0,8.2,T
Return to PopoloCrois: A Story of Seasons Fairytale,3DS,2015,Simulation,Marvelous Entertainment,0.05,0.0,0.1,72.0,6.8,E10+
Angry Birds Trilogy,PS3,2012,Action,Activision,0.12,0.02,0.0,66.0,3.7,E
Otogirisou,SNES,1992,Adventure,ChunSoft,0.0,0.0,0.16,72.0,7.5,
SD Gundam G Generation 3D,3DS,2011,Role-Playing,Namco Bandai Games,0.0,0.0,0.16,72.0,7.5,
Crash Tag Team Racing,GC,2005,Racing,Vivendi Games,0.12,0.03,0.0,66.0,7.3,E10+
El Shaddai: Ascension of the Metatron,X360,2011,Action,Ignition Entertainment,0.07,0.05,0.03,75.0,7.0,T
NPPL: Championship Paintball 2009,PS3,2008,Shooter,Activision Value,0.15,0.0,0.0,45.0,7.4,E10+
True Swing Golf,DS,2005,Sports,Nintendo,0.11,0.0,0.04,66.0,7.7,E
TimeSplitters: Future Perfect,XB,2005,Shooter,Electronic Arts,0.12,0.03,0.0,83.0,8.9,M
Hannah Montana: Rock Out the Show,PSP,2009,Misc,Disney Interactive Studios,0.13,0.01,0.0,72.0,7.5,
Goosebumps HorrorLand,Wii,2008,Adventure,Scholastic Inc.,0.15,0.0,0.0,37.0,3.5,E10+
Dr. Muto,PS2,2002,Platform,Midway Games,0.08,0.06,0.0,72.0,7.5,
Thrillville: Off the Rails,X360,2007,Strategy,LucasArts,0.13,0.02,0.0,73.0,2.8,E10+
DS Rakubiki Jiten,DS,2005,Misc,Nintendo,0.0,0.0,0.16,72.0,7.5,
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,PS2,2005,Adventure,Activision,0.08,0.06,0.0,72.0,7.5,
Fatal Frame II: Crimson Butterfly,PS2,2003,Action,Ubisoft,0.08,0.06,0.0,81.0,9.2,M
Murdered: Soul Suspect,XOne,2014,Action,Square Enix,0.08,0.07,0.0,51.0,7.0,M
Shadow Man: 2econd Coming,PS2,2002,Adventure,Acclaim Entertainment,0.08,0.06,0.0,68.0,7.6,M
Yu-Gi-Oh! 5D's Tag Force 6,PSP,2011,Strategy,Konami Digital Entertainment,0.0,0.0,0.16,72.0,7.5,
Dynasty Warriors 4,XB,2003,Action,Tecmo Koei,0.12,0.03,0.0,75.0,8.8,T
Warriors Orochi 3,X360,2011,Action,Ubisoft Annecy,0.09,0.03,0.03,71.0,8.1,T
Wakeboarding Unleashed Featuring Shaun Murray,PS2,2003,Sports,Activision,0.08,0.06,0.0,83.0,9.0,E
The Incredibles: Rise of the Underminer,GC,2005,Action,THQ,0.12,0.03,0.0,67.0,6.6,E10+
Beowulf: The Game,PS3,2007,Action,Ubisoft,0.14,0.01,0.0,51.0,5.2,M
Dewy's Adventure,Wii,2007,Platform,Konami Digital Entertainment,0.14,0.0,0.01,67.0,6.3,E
Jikkyou Powerful Pro Yakyuu 3 '97 Haru,SNES,1997,Sports,Konami Digital Entertainment,0.0,0.0,0.16,72.0,7.5,
Alone in the Dark: The New Nightmare,PS,2007,Adventure,Infogrames,0.09,0.06,0.0,77.0,8.1,M
The BIGS,PS3,2007,Sports,Take-Two Interactive,0.15,0.0,0.0,77.0,7.2,E
Fracture,PS3,2008,Shooter,LucasArts,0.11,0.04,0.0,62.0,5.8,T
NBA Live 08,Wii,2007,Sports,Electronic Arts,0.14,0.0,0.0,52.0,7.1,E
Summon Night EX-Thesis: Yoake no Tsubasa,PS2,2005,Role-Playing,Banpresto,0.0,0.0,0.16,72.0,7.5,
Hyperdimension Neptunia Victory,PS3,2012,Role-Playing,Compile Heart,0.05,0.03,0.06,55.0,7.8,T
Pro Yaky? Spirits 3,PS2,2006,Sports,Konami Digital Entertainment,0.0,0.0,0.16,72.0,7.5,
Marble Saga: Kororinpa,Wii,2009,Puzzle,Konami Digital Entertainment,0.09,0.05,0.0,74.0,7.3,E
International Superstar Soccer Deluxe,SNES,1995,Sports,Konami Digital Entertainment,0.0,0.0,0.16,72.0,7.5,
Intellivision Lives!,PS2,2003,Misc,Play It,0.08,0.06,0.0,72.0,7.5,
WRC 2: FIA World Rally Championship,PS3,2011,Racing,Ubisoft,0.0,0.12,0.0,72.0,7.5,
The King of Fighters XII,PS3,2009,Fighting,Ignition Entertainment,0.11,0.01,0.03,57.0,5.3,T
Dungeon Siege: Throne of Agony,PSP,2006,Role-Playing,Take-Two Interactive,0.13,0.02,0.0,74.0,8.1,T
SimEarth: The Living Planet,SNES,1991,Simulation,Imagineer,0.0,0.0,0.16,72.0,7.5,
Sengoku Basara: Chronicle Heroes,PSP,2011,Action,Capcom,0.0,0.0,0.16,72.0,7.5,
Culdcept SAGA,X360,2006,Role-Playing,Namco Bandai Games,0.12,0.0,0.03,75.0,8.7,T
Power Stakes,PS,1997,Sports,Aques,0.0,0.0,0.15,72.0,7.5,
World Series of Poker: Tournament of Champions 2007 Edition,X360,2006,Misc,Activision,0.15,0.0,0.0,72.0,7.5,
Tom and Jerry in Fists of Furry,N64,2000,Fighting,Ubisoft,0.13,0.03,0.0,72.0,7.5,
Hydro Thunder,N64,2000,Racing,Midway Games,0.13,0.03,0.0,72.0,7.5,
Destruction Derby 64,N64,1999,Racing,THQ,0.13,0.03,0.0,72.0,7.5,
Space Invaders,N64,1999,Shooter,Activision,0.13,0.03,0.0,72.0,7.5,
Starcraft 64,N64,2000,Strategy,Nintendo,0.13,0.03,0.0,72.0,7.5,
Buck Bumble,N64,1998,Action,Ubisoft,0.13,0.03,0.0,72.0,7.5,
California Speed,N64,1999,Misc,Midway Games,0.13,0.03,0.0,72.0,7.5,
Wonder Project J2: Koruro no Mori no Josette,N64,1996,Simulation,Enix Corporation,0.0,0.0,0.12,72.0,7.5,
Asteroids Hyper 64,N64,1999,Shooter,Crave Entertainment,0.13,0.03,0.0,72.0,7.5,
The Powerpuff Girls: Chemical X-Traction,N64,2001,Action,BAM! Entertainment,0.13,0.03,0.0,72.0,7.5,
Fighters Destiny,N64,1998,Fighting,Ocean,0.13,0.03,0.0,72.0,7.5,
Jikkyou Powerful Pro Yakyuu Basic-han 2001,N64,2001,Sports,Konami Digital Entertainment,0.0,0.0,0.12,72.0,7.5,
The Crew,PC,2014,Racing,Ubisoft,0.0,0.15,0.0,71.0,6.4,T
Create,PS3,2010,Action,Electronic Arts,0.11,0.03,0.0,61.0,5.2,E
Minna no DS Seminar: Kanpeki Kanji Ryoku,DS,2006,Misc,TDK Core,0.0,0.0,0.16,72.0,7.5,
Macross Ace Frontier,PSP,2008,Simulation,Namco Bandai Games,0.0,0.0,0.16,72.0,7.5,
Black & Bruised,PS2,2003,Fighting,Vivendi Games,0.08,0.06,0.0,72.0,7.5,
Eragon,DS,2006,Action,Vivendi Games,0.13,0.02,0.0,63.0,7.6,T
TimeShift,PS3,2007,Shooter,Vivendi Games,0.14,0.0,0.0,70.0,6.3,M
.hack//G.U. Vol.2//Reminisce (jp sales),PS2,2006,Role-Playing,Namco Bandai Games,0.0,0.0,0.16,72.0,7.5,
Spyro: Shadow Legacy,DS,2005,Action,Vivendi Games,0.14,0.01,0.0,50.0,5.7,E
The Sims 3: Seasons,PC,2012,Simulation,Electronic Arts,0.0,0.13,0.0,73.0,7.5,T
Guilty Gear Xrd: Sign,PS4,2014,Fighting,Arc System Works,0.1,0.0,0.04,72.0,7.5,
Sid Meier's Pirates!,Wii,2010,Strategy,Take-Two Interactive,0.13,0.02,0.0,72.0,7.5,
Scarface: Money. Power. Respect.,PSP,2006,Strategy,Vivendi Games,0.15,0.0,0.0,58.0,3.1,M
Angry Birds Star Wars,XOne,2013,Strategy,Activision,0.11,0.04,0.0,53.0,6.9,E
Ghost in the Shell: Stand Alone Complex,PS2,2004,Adventure,Namco Bandai Games,0.08,0.06,0.0,72.0,7.5,
Blitz: The League,X360,2006,Sports,Midway Games,0.15,0.0,0.0,69.0,6.5,M
Battle Soccer: Field no Hasha,SNES,1992,Sports,Banpresto,0.0,0.0,0.16,72.0,7.5,
Yakuza Kiwami,PS4,2016,Adventure,Sega,0.0,0.0,0.16,72.0,7.5,
NBA 2K12,PC,2011,Sports,Take-Two Interactive,0.09,0.05,0.0,86.0,7.1,E
Take A Break's: Puzzle Master,DS,2009,Puzzle,Ubisoft,0.0,0.15,0.0,72.0,7.5,
FlatOut 2,PS2,2006,Racing,Empire Interactive,0.08,0.06,0.0,73.0,7.5,T
Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress,PSP,2006,Fighting,Atari,0.14,0.0,0.0,64.0,7.8,T
Despicable Me: The Game,PSP,2010,Platform,D3Publisher,0.05,0.08,0.0,72.0,7.5,
FIFA Soccer 96,PS,1995,Sports,Electronic Arts,0.09,0.06,0.0,72.0,7.5,
Heroes over Europe,PS3,2009,Simulation,Ubisoft,0.12,0.02,0.0,62.0,7.0,T
J-League Jikkyou Winning Eleven 2000,PS,2000,Sports,Konami Digital Entertainment,0.0,0.0,0.15,72.0,7.5,
Eve: The Lost One,SAT,1998,Adventure,Imagineer,0.0,0.0,0.16,72.0,7.5,
TNA iMPACT!,Wii,2008,Fighting,Midway Games,0.14,0.01,0.0,72.0,7.5,
BioShock The Collection,XOne,2016,Shooter,Take-Two Interactive,0.08,0.06,0.0,84.0,8.3,M
Watchmen: The End is Nigh - The Complete Experience,PS3,2009,Action,Warner Bros. Interactive Entertainment,0.08,0.06,0.0,72.0,7.5,
Saturday Night Slam Masters,SNES,1994,Fighting,Capcom,0.0,0.0,0.16,72.0,7.5,
F-Zero: GP Legend,GBA,2003,Racing,Nintendo,0.11,0.04,0.0,77.0,8.5,E
Racing Lagoon,PS,1999,Racing,Square,0.0,0.0,0.15,72.0,7.5,
Klonoa,Wii,2008,Platform,Namco Bandai Games,0.1,0.02,0.03,77.0,8.6,E10+
Bulletstorm,PC,2011,Shooter,Electronic Arts,0.07,0.07,0.0,82.0,7.7,M
Putty Squad,PS4,2013,Platform,System 3,0.06,0.07,0.0,38.0,2.9,E10+
J-League Pro Soccer Club o Tsukurou! 6: Pride of J,PSP,2009,Sports,Sega,0.0,0.0,0.16,72.0,7.5,
The Walking Dead: Season One,XOne,2014,Adventure,Telltale Games,0.08,0.06,0.0,72.0,7.5,
